id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,Description,team_id,team_name,team_conference,team_points,team_won,team_line_score_q1,team_line_score_q2,team_line_score_q3,team_line_score_q4,team_spread,team_wins,team_loses,games_played,season_point_total,team_line_score_q1_total,team_line_score_q2_total,team_line_score_q3_total,team_line_score_q4_total,team_previous_wins,team_previous_loses,opp_team_id,opp_team_name,opp_team_conference,opp_team_points,opp_team_won,opp_team_line_score_q1,opp_team_line_score_q2,opp_team_line_score_q3,opp_team_line_score_q4,opp_team_spread,opp_team_wins,opp_team_loses,opp_games_played,opp_season_point_total,opp_team_line_score_q1_total,opp_team_line_score_q2_total,opp_team_line_score_q3_total,opp_team_line_score_q4_total,opp_team_previous_wins,opp_team_previous_loses,team_points_allowed,team_opp_wins,team_opp_loses,opp_team_points_allowed,opp_team_opp_wins,opp_team_opp_loses
332432653,2013,1,regular,,False,False,21398,3975,away_records,5,UAB,Conference USA,31,False,3,3,14,0,-3,0,0,0,0,0,0,0,0,3,8,2653,Troy,Sun Belt,34,True,7,0,10,14,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0
332500099,2013,2,regular,,False,False,90037,3958,away_records,5,UAB,Conference USA,17,False,17,17,0,0,-39,0,1,1,31,3,3,14,0,3,8,99,LSU,SEC,56,True,21,14,21,0,39,1,0,1,37,10,10,14,7,9,2,34,0,0,27,0,0
332640005,2013,4,regular,,False,False,8723,3803,home_records,5,UAB,Conference USA,52,True,17,14,14,7,24,0,2,2,48,20,20,14,0,3,8,2466,Northwestern State,,28,False,7,7,14,0,-24,0,1,1,9,9,9,0,0,0,1,90,1,0,66,1,1
332710238,2013,5,regular,,False,False,32467,3973,away_records,5,UAB,Conference USA,24,False,3,3,3,15,-28,1,2,3,100,37,34,28,7,3,8,238,Vanderbilt,SEC,52,True,7,17,7,21,28,2,2,4,122,16,69,7,36,7,4,118,1,1,84,1,5
332780005,2013,6,regular,,False,True,11319,3803,home_records,5,UAB,Conference USA,23,False,10,3,10,0,-14,1,3,4,124,40,37,31,22,3,8,2226,Florida Atlantic,Conference USA,37,True,20,20,6,8,14,1,4,5,96,13,20,24,35,3,8,170,3,3,135,4,5
332852229,2013,7,regular,,False,True,15696,218,away_records,5,UAB,Conference USA,27,True,14,14,3,3,3,1,4,5,147,50,40,41,22,3,8,2229,Florida International,Conference USA,24,False,7,10,0,7,-3,1,4,5,47,28,35,0,9,3,8,207,4,7,210,4,4
332992636,2013,9,regular,,False,True,25391,3604,away_records,5,UAB,Conference USA,31,False,10,10,7,14,-21,2,4,6,174,64,54,44,25,3,8,2636,UT San Antonio,Conference USA,52,True,24,14,7,7,21,2,5,7,160,45,52,14,70,7,4,231,5,11,240,12,5
333060005,2013,10,regular,,False,True,20483,3803,home_records,5,UAB,Conference USA,21,False,7,0,3,11,-3,2,5,7,205,74,64,51,39,3,8,2393,Middle Tennessee,Conference USA,24,True,0,0,7,17,3,4,4,8,209,66,38,45,50,8,3,283,7,16,258,11,12
333130276,2013,11,regular,,False,True,22321,3775,away_records,5,UAB,Conference USA,14,False,7,7,0,0,-42,2,6,8,226,81,64,54,50,3,8,276,Marshall,Conference USA,56,True,21,14,14,7,42,5,3,8,327,97,86,83,78,5,6,307,11,20,174,10,20
333200151,2013,12,regular,,False,True,42603,3699,away_records,5,UAB,Conference USA,14,False,7,7,0,7,-49,2,7,9,240,88,71,54,50,3,8,151,East Carolina,Conference USA,63,True,14,21,14,14,49,7,2,9,352,73,90,82,86,7,4,363,16,23,201,12,25
333250005,2013,13,regular,,False,True,5831,3803,home_records,5,UAB,Conference USA,34,False,0,7,14,10,-3,2,8,10,254,95,78,54,57,3,8,242,Rice,Conference USA,37,True,7,7,7,7,3,7,3,10,313,95,95,28,90,5,6,426,23,25,227,17,29
333340005,2013,14,regular,,False,True,6383,3803,home_records,5,UAB,Conference USA,27,False,14,7,0,6,-35,2,9,11,288,95,85,68,67,3,8,2572,Southern Mississippi,Conference USA,62,True,6,6,28,21,35,0,11,11,143,43,48,40,38,0,11,463,30,28,476,29,29
332410006,2013,1,regular,,False,False,15240,3797,home_records,6,South Alabama,Sun Belt,21,False,0,7,7,7,-1,0,0,0,0,0,0,0,0,2,10,253,Southern Utah,,22,True,0,0,3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
332502655,2013,2,regular,,False,False,19414,3493,away_records,6,South Alabama,Sun Belt,41,True,10,10,7,3,2,0,1,1,21,0,7,7,7,2,10,2655,Tulane,Conference USA,39,False,7,12,14,6,-2,1,0,1,34,13,7,7,7,2,9,22,0,0,7,0,0
332570006,2013,3,regular,,False,True,17721,3797,home_records,6,South Alabama,Sun Belt,31,True,7,3,11,10,7,1,1,2,62,10,17,14,10,2,10,98,Western Kentucky,Sun Belt,24,False,7,7,0,3,-7,1,1,2,55,21,28,10,7,6,5,61,1,0,78,1,0
332712633,2013,5,regular,,False,False,87266,3853,away_records,6,South Alabama,Sun Belt,24,False,0,0,10,7,-7,2,1,3,93,17,20,25,20,2,10,2633,Tennessee,SEC,31,True,10,14,7,0,7,2,2,4,128,45,28,20,21,4,7,85,2,1,110,4,1
332782653,2013,6,regular,,False,True,23024,3975,away_records,6,South Alabama,Sun Belt,33,False,0,0,6,20,-1,2,2,4,117,17,20,35,27,2,10,2653,Troy,Sun Belt,34,True,7,10,7,10,1,2,3,5,172,52,35,52,37,5,6,116,4,3,175,4,5
332920006,2013,8,regular,,False,False,14351,3797,home_records,6,South Alabama,Sun Belt,38,True,7,10,7,14,17,2,3,5,150,17,20,41,47,2,10,2309,Kent State,Mid-American,21,False,7,7,0,14,-17,2,5,7,132,40,42,24,30,11,1,150,6,6,209,14,6
332990326,2013,9,regular,,False,True,18140,3644,away_records,6,South Alabama,Sun Belt,31,False,3,3,7,21,-2,3,3,6,188,24,30,48,61,2,10,326,Texas State,Sun Belt,33,True,7,7,3,16,2,4,3,7,161,38,27,41,58,3,8,171,8,11,158,10,13
333060006,2013,10,regular,,False,True,18228,3797,home_records,6,South Alabama,Sun Belt,16,False,0,6,7,3,-1,3,4,7,219,27,33,55,82,2,10,2032,Arkansas State,Sun Belt,17,True,0,0,7,10,1,3,4,7,193,55,58,44,27,8,3,204,12,14,202,11,9
333202426,2013,12,regular,,False,False,33086,3852,away_records,6,South Alabama,Sun Belt,14,False,7,7,0,0,-28,3,5,8,235,27,39,62,85,2,10,2426,Navy,FBS Independents,42,True,3,17,7,15,28,5,4,9,278,54,71,56,86,7,4,221,15,18,238,20,23
333270006,2013,13,regular,,False,True,13891,3797,home_records,6,South Alabama,Sun Belt,36,True,6,13,7,10,22,3,6,9,249,34,46,62,85,2,10,2433,Louisiana Monroe,Sun Belt,14,False,7,7,7,0,-22,5,5,10,222,70,59,59,27,7,4,263,20,22,298,20,21
333342247,2013,14,regular,,False,True,13697,3495,away_records,6,South Alabama,Sun Belt,38,True,10,10,14,0,21,4,6,10,285,40,59,69,95,2,10,2247,Georgia State,Sun Belt,17,False,0,3,7,7,-21,0,11,11,208,47,38,52,71,0,1,277,25,27,402,31,21
333410006,2013,15,regular,,False,True,16124,3797,home_records,6,South Alabama,Sun Belt,30,True,17,13,0,0,22,5,6,11,323,50,69,83,95,2,10,309,Louisiana,Sun Belt,8,False,0,0,0,8,-22,8,3,11,407,135,114,99,83,7,4,294,25,38,293,23,36
332430008,2013,1,regular,,False,False,69801,3887,home_records,8,Arkansas,SEC,34,True,7,13,14,0,20,0,0,0,0,0,0,0,0,4,7,309,Louisiana,Sun Belt,14,False,7,7,7,0,-20,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0
332500008,2013,2,regular,,False,False,47358,,home_records,8,Arkansas,SEC,31,True,14,3,0,14,10,1,0,1,34,7,13,14,0,4,7,2535,Samford,,21,False,0,0,14,0,-10,1,0,1,31,0,0,7,17,0,0,14,0,0,21,0,0
332570008,2013,3,regular,,False,False,63067,3887,home_records,8,Arkansas,SEC,24,True,7,3,7,7,21,2,0,2,65,21,16,14,14,4,7,2572,Southern Mississippi,Conference USA,3,False,3,3,0,0,-21,0,2,2,28,3,6,16,3,0,11,35,1,0,78,1,0
332640164,2013,4,regular,,False,False,51969,3754,away_records,8,Arkansas,SEC,24,False,0,0,14,0,-4,3,0,3,89,28,19,21,21,4,7,164,Rutgers,American Athletic,28,True,0,7,7,14,4,2,1,3,117,45,10,32,24,9,2,38,1,2,62,1,1
332710008,2013,5,regular,,False,True,72613,3887,home_records,8,Arkansas,SEC,33,False,7,13,13,0,-12,3,1,4,113,28,19,35,21,4,7,245,Texas A&M,SEC,45,True,7,7,14,7,12,3,1,4,201,49,55,62,35,9,2,66,3,3,121,2,1
332780057,2013,6,regular,,False,True,90043,3634,away_records,8,Arkansas,SEC,10,False,0,0,3,0,-20,3,2,5,146,35,32,48,21,4,7,57,Florida,SEC,30,True,0,17,7,6,20,3,1,4,95,24,38,17,17,10,1,111,6,4,51,4,3
332850008,2013,7,regular,,False,True,66302,3887,home_records,8,Arkansas,SEC,7,False,7,0,0,0,-45,3,3,6,156,35,32,51,21,4,7,2579,South Carolina,SEC,52,True,14,14,14,14,45,4,1,5,155,73,41,31,28,9,2,141,9,5,129,5,5
332920333,2013,8,regular,,False,True,101821,3657,away_records,8,Arkansas,SEC,0,False,0,0,0,0,-52,3,4,7,163,42,32,51,21,4,7,333,Alabama,SEC,52,True,14,14,17,7,52,6,0,6,233,90,92,45,44,11,1,193,13,6,68,7,10
333060008,2013,10,regular,,False,True,66835,3887,home_records,8,Arkansas,SEC,17,False,0,3,7,7,-18,3,5,8,163,42,32,51,21,4,7,2,Auburn,SEC,35,True,7,7,14,7,18,7,1,8,296,95,79,62,57,3,8,245,19,6,164,15,10
333130145,2013,11,regular,,False,True,60856,3974,away_records,8,Arkansas,SEC,24,False,7,7,7,7,-10,3,6,9,180,42,35,58,28,4,7,145,Ole Miss,SEC,34,True,10,10,14,0,10,5,3,8,260,50,37,87,65,5,6,280,26,7,205,18,10
333270008,2013,13,regular,,False,True,45198,,home_records,8,Arkansas,SEC,17,False,7,3,7,0,-7,3,7,10,204,49,42,65,35,4,7,344,Mississippi State,SEC,24,True,10,10,0,7,7,4,6,10,275,78,103,44,44,8,3,314,31,10,265,36,12
333330099,2013,14,regular,,False,True,89656,3958,away_records,8,Arkansas,SEC,27,False,10,10,10,0,-4,3,8,11,221,56,45,72,35,4,7,99,LSU,SEC,31,True,14,0,7,10,4,8,3,11,413,117,107,96,100,9,2,338,35,16,245,31,11
332480009,2013,2,regular,,False,False,55743,3947,home_records,9,Arizona State,Pac-12,55,True,14,28,10,3,55,0,0,0,0,0,0,0,0,6,5,16,Sacramento State,,0,False,0,0,0,0,-55,0,1,1,0,0,0,0,0,0,1,0,0,0,24,0,0
332570009,2013,3,regular,,False,False,66155,3947,home_records,9,Arizona State,Pac-12,32,True,3,10,6,13,2,1,0,1,55,14,28,10,3,6,5,275,Wisconsin,Big Ten,30,False,14,14,7,9,-2,2,0,2,93,24,21,27,21,7,5,0,0,1,0,0,0
332640024,2013,4,regular,,False,True,50424,3940,away_records,9,Arizona State,Pac-12,28,False,0,0,7,21,-14,2,0,2,87,17,38,16,16,6,5,24,Stanford,Pac-12,42,True,13,16,10,3,14,2,0,2,68,20,23,17,14,10,2,30,2,1,33,2,1
332710009,2013,5,regular,,False,True,64987,3947,home_records,9,Arizona State,Pac-12,62,True,7,13,28,14,21,2,1,3,115,17,38,23,37,6,5,30,USC,Pac-12,41,False,7,7,7,20,-21,3,1,4,89,31,38,7,27,7,4,72,4,1,44,4,2
332780087,2013,6,regular,,True,False,66960,,away_records,9,Arizona State,Pac-12,34,False,13,13,0,21,-3,3,1,4,177,24,51,51,51,6,5,87,Notre Dame,FBS Independents,37,True,0,14,10,13,3,3,2,5,127,33,23,28,45,11,0,113,7,2,119,8,1
332850009,2013,7,regular,,False,True,50104,3947,home_records,9,Arizona State,Pac-12,54,True,25,22,7,0,41,3,2,5,211,37,64,51,72,6,5,38,Colorado,Pac-12,13,False,6,6,0,7,-41,2,2,4,112,27,23,6,53,1,10,150,10,4,152,7,1
332920009,2013,8,regular,,False,True,60057,3947,home_records,9,Arizona State,Pac-12,53,True,3,26,10,14,29,4,2,6,265,62,86,58,72,6,5,264,Washington,Pac-12,24,False,0,0,10,7,-29,4,2,6,211,60,44,87,37,7,4,163,12,6,119,14,0
333040265,2013,10,regular,,False,True,20617,3820,away_records,9,Arizona State,Pac-12,55,True,21,21,7,6,34,5,2,7,318,65,112,68,86,6,5,265,Washington State,Pac-12,21,False,0,14,7,0,-34,4,4,8,247,72,87,51,54,2,9,187,16,8,239,16,7
333130254,2013,11,regular,,False,True,45183,587,away_records,9,Arizona State,Pac-12,20,True,0,0,0,13,1,6,2,8,373,86,133,75,92,6,5,254,Utah,Pac-12,19,False,6,3,10,0,-1,4,4,8,249,66,65,55,57,4,7,208,20,12,206,17,7
333200009,2013,12,regular,,False,True,62386,3947,home_records,9,Arizona State,Pac-12,30,True,13,7,0,10,13,7,2,9,393,86,133,75,105,6,5,204,Oregon State,Pac-12,17,False,3,3,7,7,-13,6,3,9,335,62,79,91,94,8,3,227,24,16,250,20,14
333270026,2013,13,regular,,False,True,70131,1056,away_records,9,Arizona State,Pac-12,38,True,21,21,3,0,5,8,2,10,423,99,140,75,115,6,5,26,UCLA,Pac-12,33,False,10,3,14,6,-5,8,2,10,370,86,104,98,86,9,3,244,30,19,237,33,18
333340009,2013,14,regular,,False,True,72542,3947,home_records,9,Arizona State,Pac-12,58,True,13,17,14,14,37,9,2,11,461,120,161,78,115,6,5,12,Arizona,Pac-12,21,False,7,7,14,0,-37,7,4,11,372,120,126,75,83,7,4,277,38,21,238,34,24
333410009,2013,15,regular,,False,True,69535,3947,home_records,9,Arizona State,Pac-12,14,False,7,7,0,0,-24,10,2,12,519,133,178,92,129,6,5,24,Stanford,Pac-12,38,True,14,14,3,7,24,10,2,12,394,95,104,112,75,10,2,298,45,25,228,49,21
332420012,2013,1,regular,,False,False,53793,3619,home_records,12,Arizona,Pac-12,35,True,7,7,14,7,35,0,0,0,0,0,0,0,0,7,4,2464,Northern Arizona,,0,False,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
332502439,2013,2,regular,,False,False,26950,3914,away_records,12,Arizona,Pac-12,58,True,28,28,3,10,45,1,0,1,35,7,7,14,7,7,4,2439,UNLV,Mountain West,13,False,0,6,0,7,-45,0,1,1,23,7,7,3,7,2,10,0,0,0,51,0,0
332570012,2013,3,regular,,False,False,41661,3619,home_records,12,Arizona,Pac-12,38,True,14,10,7,7,25,2,0,2,93,35,35,17,17,7,4,2636,UT San Antonio,Conference USA,13,False,3,3,0,7,-25,1,1,2,56,14,7,7,35,7,4,13,0,1,69,1,0
332710264,2013,5,regular,,False,True,65815,3765,away_records,12,Arizona,Pac-12,13,False,6,6,7,0,-18,3,0,3,131,49,45,24,24,7,4,264,Washington,Pac-12,31,True,8,3,14,6,18,3,0,3,128,38,34,42,24,7,4,26,1,2,30,2,0
332830030,2013,7,regular,,False,True,64215,477,away_records,12,Arizona,Pac-12,31,False,10,10,7,14,-7,3,1,4,144,55,51,31,24,7,4,30,USC,Pac-12,38,True,14,14,3,7,7,3,2,5,130,38,45,14,47,7,4,57,4,2,106,6,3
332920012,2013,8,regular,,False,True,50871,3619,home_records,12,Arizona,Pac-12,35,True,7,13,0,15,11,3,2,5,175,65,61,38,38,7,4,254,Utah,Pac-12,24,False,0,0,14,3,-11,4,2,6,222,66,65,41,54,4,7,95,7,4,152,10,2
332990038,2013,9,regular,,False,True,38679,3726,away_records,12,Arizona,Pac-12,44,True,14,14,10,10,24,4,2,6,210,72,74,38,53,7,4,38,Colorado,Pac-12,20,False,7,6,7,0,-24,3,3,6,168,41,43,13,74,1,10,119,11,6,216,10,3
333060025,2013,10,regular,,False,True,41874,3831,away_records,12,Arizona,Pac-12,33,True,10,10,14,0,5,5,2,7,254,86,88,48,63,7,4,25,California,Pac-12,28,False,7,7,7,7,-5,1,7,8,183,54,61,52,36,3,8,139,14,9,352,21,6
333130012,2013,11,regular,,False,True,51531,3619,home_records,12,Arizona,Pac-12,26,False,3,7,3,13,-5,6,2,8,287,96,98,62,63,7,4,26,UCLA,Pac-12,31,True,7,7,3,7,5,6,2,8,298,59,90,88,72,9,3,167,15,16,180,21,13
333200012,2013,12,regular,,False,True,42080,3619,home_records,12,Arizona,Pac-12,17,False,7,7,3,0,-7,6,3,9,313,99,105,65,76,7,4,265,Washington State,Pac-12,24,True,0,0,7,7,7,4,5,9,268,72,101,58,54,2,9,198,21,18,294,21,9
333270012,2013,13,regular,,False,True,45777,3619,home_records,12,Arizona,Pac-12,42,True,14,14,7,7,26,6,4,10,330,106,112,68,76,7,4,2483,Oregon,Pac-12,16,False,6,6,0,7,-26,9,1,10,509,133,119,124,111,10,1,222,25,23,182,30,14
333340009,2013,14,regular,,False,True,72542,3947,away_records,12,Arizona,Pac-12,21,False,7,7,14,0,-37,7,4,11,372,120,126,75,83,7,4,9,Arizona State,Pac-12,58,True,13,17,14,14,37,9,2,11,461,120,161,78,115,6,5,238,34,24,277,38,21
332500278,2013,2,regular,,False,False,33260,3660,away_records,13,Cal Poly,,25,False,0,0,10,15,-16,0,0,0,0,0,0,0,0,0,0,278,Fresno State,Mountain West,41,True,10,24,7,0,16,1,0,1,52,7,14,7,17,8,3,0,0,0,51,0,0
332570036,2013,3,regular,,False,False,14146,3761,away_records,13,Cal Poly,,17,False,7,7,7,0,-17,0,1,1,25,0,0,10,15,0,0,36,Colorado State,Mountain West,34,True,13,14,0,7,17,0,2,2,54,13,23,21,3,3,8,41,1,0,71,0,1
332410023,2013,1,regular,,False,False,13136,3935,away_records,16,Sacramento State,,0,False,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,1,23,San José State,Mountain West,24,True,3,14,7,0,24,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0
332480009,2013,2,regular,,False,False,55743,3947,away_records,16,Sacramento State,,0,False,0,0,0,0,-55,0,1,1,0,0,0,0,0,0,1,9,Arizona State,Pac-12,55,True,14,28,10,3,55,0,0,0,0,0,0,0,0,6,5,24,0,0,0,0,0
332430021,2013,1,regular,,False,False,42978,3932,home_records,21,San Diego State,Mountain West,19,False,13,3,3,0,-21,0,0,0,0,0,0,0,0,8,3,2197,Eastern Illinois,,40,True,12,12,7,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332500194,2013,2,regular,,False,False,104984,3861,away_records,21,San Diego State,Mountain West,7,False,0,0,7,0,-35,0,1,1,19,13,3,3,0,8,3,194,Ohio State,Big Ten,42,True,21,14,7,0,35,1,0,1,40,23,7,7,3,11,0,40,0,0,20,0,0
332640021,2013,4,regular,,False,False,32133,3932,home_records,21,San Diego State,Mountain West,30,False,14,10,3,3,-4,0,2,2,26,13,3,10,0,8,3,204,Oregon State,Pac-12,34,True,0,0,0,20,4,2,1,3,130,24,27,43,30,8,3,82,1,0,111,2,1
332710166,2013,5,regular,,False,False,16113,3601,away_records,21,San Diego State,Mountain West,26,True,5,5,6,15,10,0,3,3,56,27,13,13,3,8,3,166,New Mexico State,FBS Independents,16,False,10,6,0,0,-10,0,4,4,62,21,14,14,20,1,10,116,3,1,201,3,1
332770021,2013,6,regular,,False,True,22475,3932,home_records,21,San Diego State,Mountain West,51,True,7,16,21,0,7,1,3,4,82,32,18,19,18,8,3,2440,Nevada,Mountain West,44,False,10,10,6,21,-7,3,2,5,139,44,44,27,38,7,4,132,3,5,178,2,5
332832005,2013,7,regular,,False,True,17280,3713,away_records,21,San Diego State,Mountain West,27,True,0,0,0,21,7,2,3,5,133,39,34,40,18,8,3,2005,Air Force,Mountain West,20,False,0,10,10,0,-7,1,5,6,153,47,66,24,30,6,5,176,6,7,236,7,6
332990021,2013,9,regular,,False,True,32707,3932,home_records,21,San Diego State,Mountain West,28,False,0,7,7,14,-7,3,3,6,160,39,34,40,39,8,3,278,Fresno State,Mountain West,35,True,0,0,7,14,7,6,0,6,275,67,92,62,31,8,3,196,7,12,181,7,10
333060021,2013,10,regular,,False,True,35890,3932,home_records,21,San Diego State,Mountain West,35,True,14,0,7,14,5,3,4,7,188,39,41,47,53,8,3,167,New Mexico,Mountain West,30,False,0,0,10,13,-5,2,5,7,231,68,65,45,56,4,8,231,13,12,261,8,14
333130023,2013,11,regular,,False,True,17932,3935,away_records,21,San Diego State,Mountain West,34,True,12,12,0,22,4,4,4,8,223,53,41,54,67,8,3,23,San José State,Mountain West,30,False,10,10,3,7,-4,5,3,8,229,67,92,56,45,9,2,261,15,17,239,16,15
333200062,2013,12,regular,,False,True,28530,3610,away_records,21,San Diego State,Mountain West,28,True,7,7,7,7,7,5,4,9,257,65,53,54,89,8,3,62,"Hawai'i",Mountain West,21,False,7,7,0,7,-7,0,9,9,203,72,69,28,79,2,9,291,20,20,336,19,20
333270021,2013,13,regular,,False,True,33161,3932,home_records,21,San Diego State,Mountain West,34,True,7,7,0,14,3,6,4,10,285,72,60,61,96,8,3,68,Boise State,Mountain West,31,False,0,0,14,7,-3,7,3,10,389,92,143,112,65,9,2,312,20,29,234,22,21
333342439,2013,14,regular,,False,True,15884,3914,away_records,21,San Diego State,Mountain West,19,False,0,0,6,6,-26,7,4,11,319,79,67,61,110,8,3,2439,UNLV,Mountain West,45,True,7,17,7,14,26,6,5,11,330,86,115,69,89,2,10,343,27,32,359,22,28
332410023,2013,1,regular,,False,False,13136,3935,home_records,23,San José State,Mountain West,24,True,3,14,7,0,24,0,0,0,0,0,0,0,0,9,2,16,Sacramento State,,0,False,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
332500024,2013,2,regular,,False,False,50424,3940,away_records,23,San José State,Mountain West,13,False,3,3,7,0,-21,1,0,1,24,3,14,7,0,9,2,24,Stanford,Pac-12,34,True,7,10,10,7,21,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0
332640135,2013,4,regular,,False,False,45647,3953,away_records,23,San José State,Mountain West,24,False,17,17,0,7,-19,1,1,2,37,6,17,14,0,9,2,135,Minnesota,Big Ten,43,True,7,13,9,14,19,3,0,3,124,27,44,25,49,6,5,34,0,0,56,0,1
332700023,2013,5,regular,,False,True,10533,3935,home_records,23,San José State,Mountain West,12,False,3,3,6,0,-28,1,2,3,61,23,34,14,7,9,2,328,Utah State,Mountain West,40,True,9,9,14,3,28,2,2,4,162,52,59,55,10,9,2,77,3,0,73,3,2
332780062,2013,6,regular,,False,True,27146,3610,away_records,23,San José State,Mountain West,37,True,17,17,7,3,10,1,3,4,73,26,37,20,7,9,2,62,"Hawai'i",Mountain West,27,False,14,0,7,6,-10,0,4,4,73,20,28,14,28,2,9,117,5,2,136,4,3
332850036,2013,7,regular,,False,True,26022,3761,away_records,23,San José State,Mountain West,34,True,14,14,7,10,7,2,3,5,110,43,54,27,10,9,2,36,Colorado State,Mountain West,27,False,7,17,0,3,-7,2,3,5,153,40,51,36,32,3,8,144,5,6,161,3,4
332990023,2013,9,regular,,False,True,16123,3935,home_records,23,San José State,Mountain West,51,True,0,14,22,15,7,3,3,6,144,57,68,34,20,9,2,2751,Wyoming,Mountain West,44,False,7,7,7,14,-7,4,3,7,248,63,105,46,62,4,7,171,7,9,202,7,11
