_id,_athlete_id,_recruit_type,_year,_ranking,_name,_school,_committed_to,_position,_height,_weight,_stars,_rating,_city,_state_province,_country,_hometown_info,discriminator
43010,4379414,HighSchool,2018,103,Channing Tindall,Spring Valley,Georgia,ILB,74,213,4,0.9526,Columbia,SC,USA,"{'latitude': '34.0007493', 'longitude': '-81.0343313', 'fipsCode': '45079'}",
43011,,HighSchool,2018,104,Al'vonte Woodard,Lamar,Texas,WR,73,193,4,0.9518,Houston,TX,USA,"{'latitude': '29.7589382', 'longitude': '-95.3676974', 'fipsCode': '48201'}",
43012,4361113,HighSchool,2018,105,Tuli Letuligasenoa,De La Salle,Washington,DT,73,338,4,0.9517,Concord,CA,USA,"{'latitude': '37.9768525', 'longitude': '-122.0335624', 'fipsCode': '06013'}",
43013,4372757,HighSchool,2018,106,Derrik Allen,Lassiter,Notre Dame,S,74,211,4,0.9516,Marietta,GA,USA,"{'latitude': '33.9528472', 'longitude': '-84.5496148', 'fipsCode': '13067'}",
43014,4372017,HighSchool,2018,107,Jalyn Armour-Davis,St. Paul's Episcopal,Alabama,CB,73,180,4,0.9513,Mobile,AL,USA,"{'latitude': '30.6943566', 'longitude': '-88.0430541', 'fipsCode': '01097'}",
43015,,HighSchool,2018,108,Jordan Davis,Southwind,Alabama,WDE,77,238,4,0.951,Memphis,TN,USA,"{'latitude': '35.1490215', 'longitude': '-90.0516285', 'fipsCode': '47157'}",
43016,4372020,HighSchool,2018,109,Josh Jobe,Cheshire Academy,Alabama,CB,73,180,4,0.9509,Cheshire,CT,USA,"{'latitude': '41.4989861', 'longitude': '-72.900658', 'fipsCode': '09009'}",
43017,4360859,HighSchool,2018,110,Justin Dedich,Chaparral,USC,OC,74,290,4,0.9507,Temecula,CA,USA,"{'latitude': '33.4946353', 'longitude': '-117.1473661', 'fipsCode': '06065'}",
43018,4361655,HighSchool,2018,111,Ricky Person,Heritage,NC State,RB,74,202,4,0.9502,Wake Forest,NC,USA,"{'latitude': '35.9803138', 'longitude': '-78.5103731', 'fipsCode': '37183'}",
43019,4372099,HighSchool,2018,112,Aidan Hutchinson,Divine Child,Michigan,SDE,78,260,4,0.9498,Dearborn,MI,USA,"{'latitude': '42.3222599', 'longitude': '-83.1763145', 'fipsCode': '26163'}",
43020,4372028,HighSchool,2018,113,Emil Ekiyor,Cathedral,Alabama,OC,74,322,4,0.9496,Indianapolis,IN,USA,"{'latitude': '39.7683331', 'longitude': '-86.1583502', 'fipsCode': '18097'}",
43021,4360318,HighSchool,2018,114,Mario Goodrich,Lee's Summit West,Clemson,ATH,74,180,4,0.9492,Lees Summit,MO,USA,"{'latitude': '38.9107156', 'longitude': '-94.3821295', 'fipsCode': '29095'}",
43022,,HighSchool,2018,115,D'shawn Jamison,Lamar,Texas,CB,70,174,4,0.9486,Houston,TX,USA,"{'latitude': '29.7589382', 'longitude': '-95.3676974', 'fipsCode': '48201'}",
43023,,HighSchool,2018,116,Nana Asiedu,North Stafford,Penn State,OT,77,265,4,0.9484,Stafford,VA,USA,"{'latitude': '38.4222681', 'longitude': '-77.4084067', 'fipsCode': '51179'}",
43024,4363047,HighSchool,2018,117,Robert Cooper,South Gwinnett,Florida State,DT,74,377,4,0.9482,Snellville,GA,USA,"{'latitude': '33.857328', 'longitude': '-84.0199108', 'fipsCode': '13135'}",
43025,4372085,HighSchool,2018,118,Cameron McGrone,Lawrence Central,Michigan,OLB,73,215,4,0.9481,Indianapolis,IN,USA,"{'latitude': '39.7683331', 'longitude': '-86.1583502', 'fipsCode': '18097'}",
43026,4362091,HighSchool,2018,119,Ayodele Adeoye,IMG Academy,Texas,ILB,72,231,4,0.9475,Saint Louis,MO,USA,"{'latitude': '38.6264178', 'longitude': '-90.1998378', 'fipsCode': '29510'}",
43027,4371987,HighSchool,2018,120,Coynis Miller,Jackson-Olin,Auburn,DT,73,300,4,0.9475,Birmingham,AL,USA,"{'latitude': '33.5206824', 'longitude': '-86.8024326', 'fipsCode': '01073'}",
43028,4361367,HighSchool,2018,121,Max Wray,Franklin,Ohio State,OT,78,289,4,0.9473,Franklin,TN,USA,"{'latitude': '35.925193', 'longitude': '-86.8689365', 'fipsCode': '47187'}",
43029,4369835,HighSchool,2018,122,Alontae Taylor,Coffee County Central,Tennessee,WR,72,184,4,0.9471,Manchester,TN,USA,"{'latitude': '35.4817432', 'longitude': '-86.0885993', 'fipsCode': '47031'}",
43030,4362117,HighSchool,2018,123,Keondre Coburn,Westfield,Texas,DT,73,329,4,0.9468,Houston,TX,USA,"{'latitude': '29.7589382', 'longitude': '-95.3676974', 'fipsCode': '48201'}",
43031,4362225,HighSchool,2018,124,Dante Stills,Fairmont,West Virginia,SDE,76,265,4,0.9467,Fairmont,WV,USA,"{'latitude': '39.4850848', 'longitude': '-80.1425781', 'fipsCode': '54049'}",
43032,4362104,HighSchool,2018,125,Junior Angilau,East,Texas,OT,78,297,4,0.9458,Salt Lake City,UT,USA,"{'latitude': '40.7596198', 'longitude': '-111.8867975', 'fipsCode': '49035'}",
43033,4361369,HighSchool,2018,126,L'Christian Smith,Wayne,Ohio State,ATH,78,205,4,0.9454,Dayton,OH,USA,"{'latitude': '39.7589478', 'longitude': '-84.1916069', 'fipsCode': '39113'}",
